county,topic,indicator,count,denom,unit,value,start_year,end_year,lat,lon
Erie,Injury Indicators,"Poisoning hospitalization rate per 10,000",3141,920596,Rate,11.4,2012,2014,42.888143,-78.795544
Essex,Injury Indicators,"Poisoning hospitalization rate per 10,000",82,38801,Rate,7,2012,2014,44.166026,-73.685145
Finger Lakes,Injury Indicators,"Poisoning hospitalization rate per 10,000",4624,1281415,Rate,12,2012,2014,NA,NA
Franklin,Injury Indicators,"Poisoning hospitalization rate per 10,000",159,51582,Rate,10.3,2012,2014,44.705699,-74.340621
Fulton,Injury Indicators,"Poisoning hospitalization rate per 10,000",250,54539,Rate,15.3,2012,2014,43.06014,-74.331296
Genesee,Injury Indicators,"Poisoning hospitalization rate per 10,000",234,59531,Rate,13.1,2012,2014,43.000121,-78.172679
Greene,Injury Indicators,"Poisoning hospitalization rate per 10,000",146,48365,Rate,10.1,2012,2014,42.298326,-73.973376
Hamilton,Injury Indicators,"Poisoning hospitalization rate per 10,000",18,4755,Rate,12.6,2012,2014,43.618468,-74.395268
Herkimer,Injury Indicators,"Poisoning hospitalization rate per 10,000",282,64144,Rate,14.7,2012,2014,43.070026,-74.994246
Jefferson,Injury Indicators,"Poisoning hospitalization rate per 10,000",361,119623,Rate,10.1,2012,2014,44.019295,-75.898971
Kings,Injury Indicators,"Poisoning hospitalization rate per 10,000",7219,2593192,Rate,9.3,2012,2014,40.65642,-73.950691
Lewis,Injury Indicators,"Poisoning hospitalization rate per 10,000",76,27198,Rate,9.3,2012,2014,43.785537,-75.446296
Livingston,Injury Indicators,"Poisoning hospitalization rate per 10,000",195,64700,Rate,10,2012,2014,42.763754,-77.765392
Long Island,Injury Indicators,"Poisoning hospitalization rate per 10,000",8631,2853995,Rate,10.1,2012,2014,NA,NA
Madison,Injury Indicators,"Poisoning hospitalization rate per 10,000",200,72378,Rate,9.2,2012,2014,42.986917,-75.720031
Mid-Hudson,Injury Indicators,"Poisoning hospitalization rate per 10,000",5743,2318009,Rate,8.3,2012,2014,NA,NA
Mohawk Valley,Injury Indicators,"Poisoning hospitalization rate per 10,000",1120,261898,Rate,14.3,2012,2014,NA,NA
Monroe,Injury Indicators,"Poisoning hospitalization rate per 10,000",2807,749092,Rate,12.5,2012,2014,43.161748,-77.620143
Montgomery,Injury Indicators,"Poisoning hospitalization rate per 10,000",221,49872,Rate,14.8,2012,2014,42.933637,-74.341972
Nassau,Injury Indicators,"Poisoning hospitalization rate per 10,000",3774,1353335,Rate,9.3,2012,2014,40.715749,-73.601185
New York,Injury Indicators,"Poisoning hospitalization rate per 10,000",6010,1627172,Rate,12.3,2012,2014,40.726966,-74.005966
New York City,Injury Indicators,"Poisoning hospitalization rate per 10,000",27711,8411204,Rate,11,2012,2014,NA,NA
Niagara,Injury Indicators,"Poisoning hospitalization rate per 10,000",871,214299,Rate,13.5,2012,2014,43.134634,-78.856419
North Country,Injury Indicators,"Poisoning hospitalization rate per 10,000",1096,304846,Rate,12,2012,2014,NA,NA
Oneida,Injury Indicators,"Poisoning hospitalization rate per 10,000",1079,233337,Rate,15.4,2012,2014,43.149482,-75.361773
Onondaga,Injury Indicators,"Poisoning hospitalization rate per 10,000",1765,467812,Rate,12.6,2012,2014,43.065629,-76.168033
Ontario,Injury Indicators,"Poisoning hospitalization rate per 10,000",331,109110,Rate,10.1,2012,2014,42.894571,-77.252045
Orange,Injury Indicators,"Poisoning hospitalization rate per 10,000",1114,375401,Rate,9.9,2012,2014,41.422459,-74.241929
Orleans,Injury Indicators,"Poisoning hospitalization rate per 10,000",146,42352,Rate,11.5,2012,2014,43.248394,-78.218438
Oswego,Injury Indicators,"Poisoning hospitalization rate per 10,000",358,121259,Rate,9.8,2012,2014,43.39123,-76.31133
Otsego,Injury Indicators,"Poisoning hospitalization rate per 10,000",228,61507,Rate,12.4,2012,2014,42.564852,-75.060334
Putnam,Injury Indicators,"Poisoning hospitalization rate per 10,000",175,99580,Rate,5.9,2012,2014,41.41131,-73.717443
Queens,Injury Indicators,"Poisoning hospitalization rate per 10,000",5190,2296842,Rate,7.5,2012,2014,40.749338,-73.789673
Rensselaer,Injury Indicators,"Poisoning hospitalization rate per 10,000",383,159842,Rate,8,2012,2014,42.70098,-73.628669
Richmond,Injury Indicators,"Poisoning hospitalization rate per 10,000",1985,472209,Rate,14,2012,2014,40.566763,-74.148102
Rockland,Injury Indicators,"Poisoning hospitalization rate per 10,000",610,320842,Rate,6.3,2012,2014,41.127287,-74.017033
Saratoga,Injury Indicators,"Poisoning hospitalization rate per 10,000",631,223640,Rate,9.4,2012,2014,43.00894,-73.786779
Schenectady,Injury Indicators,"Poisoning hospitalization rate per 10,000",596,155397,Rate,12.8,2012,2014,42.809233,-73.946838
Schoharie,Injury Indicators,"Poisoning hospitalization rate per 10,000",139,31836,Rate,14.6,2012,2014,42.643426,-74.434606
Schuyler,Injury Indicators,"Poisoning hospitalization rate per 10,000",43,18484,Rate,7.8,2012,2014,42.38593,-76.872032
Seneca,Injury Indicators,"Poisoning hospitalization rate per 10,000",122,35199,Rate,11.6,2012,2014,42.833627,-76.82753
Southern Tier,Injury Indicators,"Poisoning hospitalization rate per 10,000",1466,447946,Rate,10.9,2012,2014,NA,NA
St. Lawrence,Injury Indicators,"Poisoning hospitalization rate per 10,000",416,111865,Rate,12.4,2012,2014,44.689468,-75.242045
Steuben,Injury Indicators,"Poisoning hospitalization rate per 10,000",346,98702,Rate,11.7,2012,2014,42.270053,-77.324618
Suffolk,Injury Indicators,"Poisoning hospitalization rate per 10,000",4857,1500660,Rate,10.8,2012,2014,40.820237,-73.119032
Sullivan,Injury Indicators,"Poisoning hospitalization rate per 10,000",295,76467,Rate,12.9,2012,2014,41.705166,-74.711705
Tioga,Injury Indicators,"Poisoning hospitalization rate per 10,000",82,50197,Rate,5.4,2012,2014,42.120252,-76.29595
Tompkins,Injury Indicators,"Poisoning hospitalization rate per 10,000",316,103621,Rate,10.2,2012,2014,42.461024,-76.478784
Tug Hill Seaway,Injury Indicators,"Poisoning hospitalization rate per 10,000",853,258686,Rate,11,2012,2014,NA,NA
Ulster,Injury Indicators,"Poisoning hospitalization rate per 10,000",491,181078,Rate,9,2012,2014,41.848374,-74.099412
Warren,Injury Indicators,"Poisoning hospitalization rate per 10,000",275,65283,Rate,14,2012,2014,43.403024,-73.716044
Washington,Injury Indicators,"Poisoning hospitalization rate per 10,000",213,62800,Rate,11.3,2012,2014,43.289513,-73.454761
Wayne,Injury Indicators,"Poisoning hospitalization rate per 10,000",312,92495,Rate,11.2,2012,2014,43.144336,-77.117995
Westchester,Injury Indicators,"Poisoning hospitalization rate per 10,000",2315,967702,Rate,8,2012,2014,41.039278,-73.805386
Western NY,Injury Indicators,"Poisoning hospitalization rate per 10,000",5260,1538256,Rate,11.4,2012,2014,NA,NA
Wyoming,Injury Indicators,"Poisoning hospitalization rate per 10,000",151,41537,Rate,12.1,2012,2014,42.723641,-78.204473
Yates,Injury Indicators,"Poisoning hospitalization rate per 10,000",58,25236,Rate,7.7,2012,2014,42.634338,-77.078311
Albany,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",798,306857,Rate,8.5,2012,2014,42.678066,-73.814233
Allegany,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",160,48067,Rate,11.4,2012,2014,42.226801,-78.020567
Bronx,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",7307,1421788,Rate,17.4,2012,2014,40.85589,-73.868294
Broome,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",748,197648,Rate,12.8,2012,2014,42.122015,-75.933191
Capital Region,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",2694,956389,Rate,9.4,2012,2014,NA,NA
Cattaraugus,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",232,78983,Rate,9.9,2012,2014,42.224267,-78.606673
Cayuga,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",323,79284,Rate,14.1,2012,2014,42.940095,-76.560755
Central NY,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",3891,1023228,Rate,12.7,2012,2014,NA,NA
Chautauqua,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",325,132891,Rate,8.4,2012,2014,42.246904,-79.315313
Chemung,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",410,88396,Rate,15.8,2012,2014,42.116644,-76.812331
Chenango,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",164,49621,Rate,11.1,2012,2014,42.481798,-75.570013
Clinton,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",349,81626,Rate,14,2012,2014,44.731944,-73.548883
Columbia,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",140,62288,Rate,7.7,2012,2014,42.276913,-73.682168
Cortland,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",166,49158,Rate,11.5,2012,2014,42.597101,-76.143291
Delaware,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",156,46860,Rate,10.9,2012,2014,42.242972,-74.997944
Dutchess,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",743,296939,Rate,8,2012,2014,41.686216,-73.840468
Erie,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",3141,920596,Rate,11,2012,2014,42.888143,-78.795544
Essex,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",82,38801,Rate,7.2,2012,2014,44.166026,-73.685145
Finger Lakes,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",4624,1281415,Rate,12,2012,2014,NA,NA
Franklin,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",159,51582,Rate,10,2012,2014,44.705699,-74.340621
Fulton,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",250,54539,Rate,15.9,2012,2014,43.06014,-74.331296
Genesee,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",234,59531,Rate,13.2,2012,2014,43.000121,-78.172679
Greene,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",146,48365,Rate,10.6,2012,2014,42.298326,-73.973376
Hamilton,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",18,4755,Rate,18.1,2012,2014,43.618468,-74.395268
Herkimer,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",282,64144,Rate,15.1,2012,2014,43.070026,-74.994246
Jefferson,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",361,119623,Rate,10.1,2012,2014,44.019295,-75.898971
Kings,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",7219,2593192,Rate,9.2,2012,2014,40.65642,-73.950691
Lewis,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",76,27198,Rate,10.4,2012,2014,43.785537,-75.446296
Livingston,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",195,64700,Rate,10.3,2012,2014,42.763754,-77.765392
Long Island,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",8631,2853995,Rate,9.9,2012,2014,NA,NA
Madison,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",200,72378,Rate,9.3,2012,2014,42.986917,-75.720031
Mid-Hudson,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",5743,2318009,Rate,8.1,2012,2014,NA,NA
Mohawk Valley,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",1120,261898,Rate,14.2,2012,2014,NA,NA
Monroe,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",2807,749092,Rate,12.3,2012,2014,43.161748,-77.620143
Montgomery,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",221,49872,Rate,15.3,2012,2014,42.933637,-74.341972
Nassau,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",3774,1353335,Rate,9.2,2012,2014,40.715749,-73.601185
New York,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",6010,1627172,Rate,11.8,2012,2014,40.726966,-74.005966
New York City,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",27711,8411204,Rate,10.7,2012,2014,NA,NA
New York State,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",63089,19655872,Rate,10.4,2012,2014,NA,NA
Niagara,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",871,214299,Rate,13.8,2012,2014,43.134634,-78.856419
Oneida,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",1079,233337,Rate,15.6,2012,2014,43.149482,-75.361773
Onondaga,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",1765,467812,Rate,12.4,2012,2014,43.065629,-76.168033
Ontario,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",331,109110,Rate,10.3,2012,2014,42.894571,-77.252045
Orange,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",1114,375401,Rate,10.1,2012,2014,41.422459,-74.241929
Orleans,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",146,42352,Rate,11.2,2012,2014,43.248394,-78.218438
Oswego,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",358,121259,Rate,10.1,2012,2014,43.39123,-76.31133
Otsego,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",228,61507,Rate,11.1,2012,2014,42.564852,-75.060334
Putnam,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",175,99580,Rate,5.9,2012,2014,41.41131,-73.717443
Queens,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",5190,2296842,Rate,7.3,2012,2014,40.749338,-73.789673
Rensselaer,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",383,159842,Rate,7.9,2012,2014,42.70098,-73.628669
Richmond,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",1985,472209,Rate,13.6,2012,2014,40.566763,-74.148102
Rockland,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",610,320842,Rate,6.3,2012,2014,41.127287,-74.017033
Saratoga,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",631,223640,Rate,9.7,2012,2014,43.00894,-73.786779
Schenectady,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",596,155397,Rate,13,2012,2014,42.809233,-73.946838
Schoharie,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",139,31836,Rate,13.6,2012,2014,42.643426,-74.434606
Schuyler,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",43,18484,Rate,7.2,2012,2014,42.38593,-76.872032
Seneca,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",122,35199,Rate,11.8,2012,2014,42.833627,-76.82753
Southern Tier,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",1466,447946,Rate,10.8,2012,2014,NA,NA
St. Lawrence,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",416,111865,Rate,12.2,2012,2014,44.689468,-75.242045
Steuben,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",346,98702,Rate,11.9,2012,2014,42.270053,-77.324618
Suffolk,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",4857,1500660,Rate,10.6,2012,2014,40.820237,-73.119032
Sullivan,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",295,76467,Rate,13.1,2012,2014,41.705166,-74.711705
Tioga,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",82,50197,Rate,5.7,2012,2014,42.120252,-76.29595
Tompkins,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",316,103621,Rate,10.1,2012,2014,42.461024,-76.478784
Ulster,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",491,181078,Rate,8.7,2012,2014,41.848374,-74.099412
Warren,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",275,65283,Rate,14.9,2012,2014,43.403024,-73.716044
Washington,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",213,62800,Rate,11.3,2012,2014,43.289513,-73.454761
Wayne,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",312,92495,Rate,11.8,2012,2014,43.144336,-77.117995
Westchester,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",2315,967702,Rate,7.7,2012,2014,41.039278,-73.805386
Western NY,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",5260,1538256,Rate,11.2,2012,2014,NA,NA
Wyoming,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",151,41537,Rate,11.8,2012,2014,42.723641,-78.204473
Yates,Injury Indicators,"Age-adjusted poisoning hospitalization rate per 10,000",58,25236,Rate,7.4,2012,2014,42.634338,-77.078311
Albany,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",742,306857,Rate,8.1,2012,2014,42.678066,-73.814233
Allegany,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",100,48067,Rate,6.9,2012,2014,42.226801,-78.020567
Bronx,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",4840,1421788,Rate,11.3,2012,2014,40.85589,-73.868294
Broome,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",650,197648,Rate,11,2012,2014,42.122015,-75.933191
Capital Region,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",2390,956389,Rate,8.3,2012,2014,NA,NA
Cattaraugus,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",222,78983,Rate,9.4,2012,2014,42.224267,-78.606673
Cayuga,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",192,79284,Rate,8.1,2012,2014,42.940095,-76.560755
Central NY,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",2646,1023228,Rate,8.6,2012,2014,NA,NA
Chautauqua,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",237,132891,Rate,5.9,2012,2014,42.246904,-79.315313
Chemung,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",195,88396,Rate,7.4,2012,2014,42.116644,-76.812331
Chenango,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",120,49621,Rate,8.1,2012,2014,42.481798,-75.570013
Clinton,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",57,81626,Rate,2.3,2012,2014,44.731944,-73.548883
Columbia,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",148,62288,Rate,7.9,2012,2014,42.276913,-73.682168
Cortland,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",110,49158,Rate,7.5,2012,2014,42.597101,-76.143291
Delaware,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",91,46860,Rate,6.5,2012,2014,42.242972,-74.997944
Dutchess,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",1315,296939,Rate,14.8,2012,2014,41.686216,-73.840468
Erie,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",2944,920596,Rate,10.7,2012,2014,42.888143,-78.795544
Essex,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",40,38801,Rate,3.4,2012,2014,44.166026,-73.685145
Finger Lakes,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",2702,1281415,Rate,7,2012,2014,NA,NA
Franklin,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",51,51582,Rate,3.3,2012,2014,44.705699,-74.340621
Fulton,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",134,54539,Rate,8.2,2012,2014,43.06014,-74.331296
Genesee,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",130,59531,Rate,7.3,2012,2014,43.000121,-78.172679
Greene,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",145,48365,Rate,10,2012,2014,42.298326,-73.973376
Hamilton,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",11,4755,Rate,7.7,2012,2014,43.618468,-74.395268
Herkimer,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",144,64144,Rate,7.5,2012,2014,43.070026,-74.994246
Jefferson,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",240,119623,Rate,6.7,2012,2014,44.019295,-75.898971
Kings,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",6348,2593192,Rate,8.2,2012,2014,40.65642,-73.950691
Lewis,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",56,27198,Rate,6.9,2012,2014,43.785537,-75.446296
Livingston,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",103,64700,Rate,5.3,2012,2014,42.763754,-77.765392
Long Island,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",11623,2853995,Rate,13.6,2012,2014,NA,NA
Madison,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",135,72378,Rate,6.2,2012,2014,42.986917,-75.720031
Mid-Hudson,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",7025,2318009,Rate,10.1,2012,2014,NA,NA
Mohawk Valley,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",605,261898,Rate,7.7,2012,2014,NA,NA
Monroe,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",1580,749092,Rate,7,2012,2014,43.161748,-77.620143
Montgomery,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",132,49872,Rate,8.8,2012,2014,42.933637,-74.341972
Nassau,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",6043,1353335,Rate,14.9,2012,2014,40.715749,-73.601185
New York,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",4543,1627172,Rate,9.3,2012,2014,40.726966,-74.005966
New York City,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",24885,8411204,Rate,9.9,2012,2014,NA,NA
New York State,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",58486,19655872,Rate,9.9,2012,2014,NA,NA
Niagara,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",725,214299,Rate,11.3,2012,2014,43.134634,-78.856419
North Country,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",524,304846,Rate,5.7,2012,2014,NA,NA
Oneida,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",746,233337,Rate,10.7,2012,2014,43.149482,-75.361773
Onondaga,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",1164,467812,Rate,8.3,2012,2014,43.065629,-76.168033
Ontario,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",236,109110,Rate,7.2,2012,2014,42.894571,-77.252045
Orange,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",987,375401,Rate,8.8,2012,2014,41.422459,-74.241929
Orleans,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",112,42352,Rate,8.8,2012,2014,43.248394,-78.218438
Oswego,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",299,121259,Rate,8.2,2012,2014,43.39123,-76.31133
Otsego,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",122,61507,Rate,6.6,2012,2014,42.564852,-75.060334
Putnam,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",202,99580,Rate,6.8,2012,2014,41.41131,-73.717443
Queens,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",6291,2296842,Rate,9.1,2012,2014,40.749338,-73.789673
Rensselaer,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",413,159842,Rate,8.6,2012,2014,42.70098,-73.628669
Richmond,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",2863,472209,Rate,20.2,2012,2014,40.566763,-74.148102
Rockland,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",856,320842,Rate,8.9,2012,2014,41.127287,-74.017033
Saratoga,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",539,223640,Rate,8,2012,2014,43.00894,-73.786779
Schenectady,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",403,155397,Rate,8.6,2012,2014,42.809233,-73.946838
Schoharie,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",73,31836,Rate,7.6,2012,2014,42.643426,-74.434606
Schuyler,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",31,18484,Rate,5.6,2012,2014,42.38593,-76.872032
Seneca,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",98,35199,Rate,9.3,2012,2014,42.833627,-76.82753
Southern Tier,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",1085,447946,Rate,8.1,2012,2014,NA,NA
St. Lawrence,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",140,111865,Rate,4.2,2012,2014,44.689468,-75.242045
Steuben,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",168,98702,Rate,5.7,2012,2014,42.270053,-77.324618
Suffolk,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",5580,1500660,Rate,12.4,2012,2014,40.820237,-73.119032
Sullivan,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",156,76467,Rate,6.8,2012,2014,41.705166,-74.711705
Tioga,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",77,50197,Rate,5.1,2012,2014,42.120252,-76.29595
Tompkins,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",147,103621,Rate,4.7,2012,2014,42.461024,-76.478784
Tug Hill Seaway,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",436,258686,Rate,5.6,2012,2014,NA,NA
Ulster,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",698,181078,Rate,12.8,2012,2014,41.848374,-74.099412
Warren,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",179,65283,Rate,9.1,2012,2014,43.403024,-73.716044
Washington,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",186,62800,Rate,9.9,2012,2014,43.289513,-73.454761
Wayne,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",237,92495,Rate,8.5,2012,2014,43.144336,-77.117995
Westchester,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",2811,967702,Rate,9.7,2012,2014,41.039278,-73.805386
Western NY,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",4565,1538256,Rate,9.9,2012,2014,NA,NA
Wyoming,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",95,41537,Rate,7.6,2012,2014,42.723641,-78.204473
Yates,Injury Indicators,"Traumatic brain injury hospitalization rate per 10,000",54,25236,Rate,7.1,2012,2014,42.634338,-77.078311
Albany,Injury Indicators,"Age-adjusted traumatic brain injury hospitalization rate per 10,000",742,306857,Rate,7.3,2012,2014,42.678066,-73.814233
Allegany,Injury Indicators,"Age-adjusted traumatic brain injury hospitalization rate per 10,000",100,48067,Rate,6.4,2012,2014,42.226801,-78.020567
Bronx,Injury Indicators,"Age-adjusted traumatic brain injury hospitalization rate per 10,000",4840,1421788,Rate,11.7,2012,2014,40.85589,-73.868294
Broome,Injury Indicators,"Age-adjusted traumatic brain injury hospitalization rate per 10,000",650,197648,Rate,8.9,2012,2014,42.122015,-75.933191
Capital Region,Injury Indicators,"Age-adjusted traumatic brain injury hospitalization rate per 10,000",2390,956389,Rate,7.5,2012,2014,NA,NA
Cattaraugus,Injury Indicators,"Age-adjusted traumatic brain injury hospitalization rate per 10,000",222,78983,Rate,8.2,2012,2014,42.224267,-78.606673
Cayuga,Injury Indicators,"Age-adjusted traumatic brain injury hospitalization rate per 10,000",192,79284,Rate,7,2012,2014,42.940095,-76.560755
Central NY,Injury Indicators,"Age-adjusted traumatic brain injury hospitalization rate per 10,000",2646,1023228,Rate,7.7,2012,2014,NA,NA
Chautauqua,Injury Indicators,"Age-adjusted traumatic brain injury hospitalization rate per 10,000",237,132891,Rate,4.9,2012,2014,42.246904,-79.315313
